sport,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,response_body_len,sjit,djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
47439,53,udp,INT,1.7e-05,114,0,254,0,0,0,dns,26823528.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251815,1424251815,0.017,0.0,0.0,0.0,0.0,0,2,,, ,20,20,18,18,18,18,20,1
31095,25,tcp,FIN,0.591765,37216,3276,31,29,18,8,smtp,493452.6563,43192.82422,52,40,255,255,3221943165,3275180257,716,82,0,0,961.486415,31.489027,1421953272,1421953273,11.59647,15.159692,0.000677,0.00053,0.000147,0,0,0.0,0.0,0,1,1,1,6,1,1,1,0
30007,445,tcp,FIN,0.676694,17778,902,254,252,8,2,-,200622.4375,9776.945312,22,12,255,255,32945808,3705760323,808,75,0,0,3092.279549,107.393641,1424260369,1424260370,31.397667,58.327727,0.096488,0.035081,0.061407,0,1,,, ,2,2,35,2,2,1,2,1
9864,80,tcp,FIN,0.496587,792,4584,62,252,2,2,http,11486.40625,66469.71875,10,10,255,255,320764259,797652779,79,458,1,1850,2725.430501,3462.605683,1424253169,1424253170,55.176333,46.834446,0.140434,0.074338,0.066096,0,1,1.0,, ,1,1,1,17,1,1,1,1
21633,18628,udp,CON,0.003768,520,304,31,29,0,0,-,828025.4375,484076.4375,4,4,0,0,0,0,130,76,0,0,1.550451,0.604578,1424252057,1424252057,1.102333,0.433,0.0,0.0,0.0,0,0,,, ,8,3,3,4,1,1,3,0
1043,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932341,1421932341,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,12,12,1,1,1,1,1,1
37685,14090,tcp,FIN,0.097004,4550,72346,31,29,7,33,-,370458.9688,5891881.0,78,80,255,255,4273813728,4290251746,58,904,0,0,73.680041,72.771832,1424260865,1424260866,1.255714,1.237013,0.000644,0.000512,0.000132,0,0,,, ,5,7,7,1,1,1,1,0
1043,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254760,1424254760,0.008,0.0,0.0,0.0,0.0,0,0,,, ,24,24,17,17,17,17,24,0
15365,25,tcp,FIN,0.537752,37242,3172,31,29,18,8,smtp,543388.0625,45954.26953,52,38,255,255,2547791362,403408278,716,83,0,0,964.782571,38.868746,1421943607,1421943608,10.537373,14.519,0.000705,0.000544,0.000161,0,0,0.0,0.0,0,1,1,2,2,1,1,1,0
35090,33990,tcp,FIN,0.02599,3302,35712,31,29,7,21,-,997614.4375,10796460.0,54,56,255,255,675325812,675629178,61,638,0,0,34.264334,33.308036,1424256725,1424256725,0.493365,0.470278,0.000712,0.000586,0.000126,0,0,,, ,4,1,1,4,1,1,1,0
47439,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255264,1424255264,0.002,0.0,0.0,0.0,0.0,0,2,,, ,18,18,18,18,18,18,18,1
11671,11460,tcp,FIN,0.639398,8928,320,31,29,4,1,ftp-data,103735.0781,3340.642334,14,6,255,255,1323214914,64301577,638,53,0,0,4335.533704,181.335828,1424256810,1424256811,49.184462,127.732,0.000766,0.000602,0.000164,0,0,,, ,3,3,2,2,1,1,3,0
53019,80,tcp,FIN,1.16512,1684,10168,31,29,3,5,http,10738.80762,65943.42188,14,18,255,255,1353317646,3499675750,120,565,1,3924,9042.742822,7920.928225,1421942714,1421942715,89.594695,68.481706,0.00109,0.000927,0.000163,0,0,1.0,0.0,0,3,1,2,1,1,1,1,0
11734,21,tcp,FIN,6.443553,1264,1618,62,252,7,9,-,1504.759888,1918.196411,24,22,255,255,1790981888,312415158,53,74,0,0,20077.52083,655.793,1421933313,1421933319,280.154467,302.413844,0.18158,0.092158,0.089422,0,1,0.0,0.0,0,3,3,2,3,1,1,2,1
2733,53614,tcp,FIN,0.039868,4862,78752,31,29,7,36,-,964181.75,15618942.0,84,86,255,255,2362737760,224796417,58,916,0,0,25.820256,25.610424,1424253883,1424253883,0.482439,0.468286,0.000671,0.000529,0.000142,0,0,,, ,3,3,2,3,1,1,2,0
64959,179,tcp,FIN,0.6387,586,268,254,252,2,1,-,6613.433594,2805.698975,10,6,255,255,617994810,3752087992,59,45,0,0,3526.187039,179.959641,1424256661,1424256661,67.231556,108.053,0.180833,0.098426,0.082407,0,1,,, ,7,4,1,3,1,1,4,1
46295,80,tcp,FIN,1.080958,1684,10168,31,29,3,5,http,11574.91797,71077.69531,14,18,255,255,403931711,405489540,120,565,0,0,9218.905626,8074.957771,1421930808,1421930809,83.126233,63.555705,0.00062,0.000507,0.000113,0,0,0.0,0.0,0,2,2,4,6,1,1,1,0
19683,53,udp,CON,0.00096,130,162,31,29,0,0,-,541666.6875,675000.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421933400,1421933400,0.004,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,9,8,1,1,1,1,1,0
32513,80,tcp,FIN,0.668435,898,1212,62,252,2,2,http,9682.318359,12698.31836,10,8,255,255,1795790937,2652272180,90,152,1,192,4059.872781,141.877187,1424253129,1424253130,74.270556,85.701,0.129283,0.067871,0.061412,0,1,1.0,, ,2,1,19,2,2,1,1,1
25713,80,tcp,FIN,1.161402,1216,1964,254,252,2,2,http,7542.60791,12178.38477,10,10,255,255,2526500758,2719024180,122,196,1,452,7912.74948,181.047141,1424261527,1424261528,128.936222,120.595664,0.15893,0.076033,0.082897,0,1,1.0,, ,1,1,2,2,1,1,1,1
1043,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253537,1424253537,0.008,0.0,0.0,0.0,0.0,0,2,,, ,16,16,2,2,2,2,16,1
8131,6881,tcp,FIN,0.618279,13038,548216,31,29,21,197,-,167963.0156,7077258.0,226,438,255,255,1883347467,4037060337,58,1252,0,0,158.750322,98.946654,1424259029,1424259030,2.746582,1.413618,0.000651,0.000524,0.000127,0,0,,, ,2,6,6,3,2,1,2,0
41199,53,udp,CON,0.001198,146,178,31,29,0,0,dns,487479.125,594323.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424250025,1424250025,0.009,0.007,0.0,0.0,0.0,0,0,,, ,3,2,2,2,1,1,2,0
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253112,1424253112,0.009,0.0,0.0,0.0,0.0,0,2,,, ,37,37,18,18,18,18,37,1
6951,143,tcp,FIN,1.567927,7808,15044,31,29,30,32,-,39512.04297,76151.50781,122,126,255,255,826742120,2985132963,64,119,0,0,857.841414,843.419004,1421940727,1421940728,12.955198,12.539456,0.000621,0.000489,0.000132,0,0,0.0,0.0,0,9,3,1,4,1,1,1,0
47439,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259337,1424259337,0.004,0.0,0.0,0.0,0.0,0,2,,, ,33,33,33,34,33,16,33,1
17157,53,udp,CON,0.000975,146,178,31,29,0,0,dns,598974.375,730256.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421938904,1421938904,0.004,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0,3,1,1,1,1,1,1,0
41337,80,tcp,FIN,0.601217,774,2198,62,252,2,2,http,9274.521484,25601.40625,10,8,255,255,559885250,506874601,77,275,0,0,3501.290268,132.460156,1421928175,1421928176,66.801889,76.45357,0.113091,0.065409,0.047682,0,1,0.0,0.0,0,1,1,1,1,1,1,1,1
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259140,1424259140,0.009,0.0,0.0,0.0,0.0,0,2,,, ,27,27,17,16,16,16,27,1
56222,111,udp,CON,0.504379,568,312,31,29,0,0,-,6756.824219,3711.494873,4,4,0,0,0,0,142,78,0,0,198.899937,181.487437,1421937857,1421937858,140.651,128.337,0.0,0.0,0.0,0,0,0.0,0.0,0,8,7,2,7,1,1,2,0
47161,53976,tcp,FIN,0.294019,4376,2976,31,29,7,7,-,114496.0,78090.1875,26,28,255,255,1526070925,3674666162,168,106,0,0,715.118774,18.734639,1424253058,1424253058,11.74712,10.871556,0.000608,0.000482,0.000126,0,0,,, ,4,5,5,6,1,1,3,0
55363,53,udp,CON,0.00104,130,162,31,29,0,0,-,500000.0,623076.9375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421932463,1421932463,0.01,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,17,11,2,8,2,1,1,0
6981,111,udp,CON,0.328168,568,312,31,29,0,0,-,10384.92481,5704.39502,4,4,0,0,0,0,142,78,0,0,77.312461,147.502,1421929583,1421929583,54.678668,104.305664,0.0,0.0,0.0,0,0,0.0,0.0,0,5,10,6,3,1,1,2,0
23465,80,tcp,FIN,0.456967,882,268,254,252,2,1,-,13900.34766,3921.508545,10,6,255,255,1140841927,3817120096,88,45,0,0,2572.194904,128.488781,1421932246,1421932247,50.664111,78.724,0.121671,0.063336,0.058335,0,1,0.0,0.0,0,2,1,1,2,1,1,1,1
0,0,larp,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930703,1421930703,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,15,12,4,7,4,4,4,1
47439,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931984,1421931984,0.002,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,12,12,5,5,5,3,5,1
0,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258862,1424258862,0.006,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,6,1
1043,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260958,1424260958,0.009,0.0,0.0,0.0,0.0,0,0,,, ,33,33,18,18,18,18,33,0
47439,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259964,1424259964,0.008,0.0,0.0,0.0,0.0,0,2,,, ,33,33,16,16,16,16,33,1
47439,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253308,1424253308,0.005,0.0,0.0,0.0,0.0,0,2,,, ,30,30,30,30,30,17,30,1
25204,42130,tcp,FIN,0.228134,424,8824,31,29,1,4,-,13009.89746,283657.8438,8,12,255,255,3045580124,1320260708,53,735,0,0,2206.458677,1738.986401,1421955710,1421955710,32.539429,20.687091,0.000696,0.000572,0.000124,0,0,0.0,0.0,0,12,17,4,6,1,1,2,0
51367,53,udp,CON,0.000961,130,162,31,29,0,0,dns,541103.0,674297.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424259978,1424259978,0.001,0.005,0.0,0.0,0.0,0,0,,, ,2,1,2,4,1,1,1,0
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260344,1424260344,0.009,0.0,0.0,0.0,0.0,0,2,,, ,20,20,20,20,20,11,20,1
30723,80,tcp,FIN,1.003498,998,35642,62,252,2,14,http,7390.149414,275269.125,14,32,255,255,830164432,2912532799,71,1114,1,16897,3925.1102,2928.250526,1424252180,1424252181,77.192151,28.84642,0.145754,0.085009,0.060745,0,1,1.0,, ,1,1,1,1,1,1,1,1
12555,6881,tcp,FIN,0.019105,1540,1644,31,29,4,4,-,604658.4375,650300.9375,16,18,255,255,4045089699,4054086094,96,91,0,0,76.109237,2.186205,1421935356,1421935356,1.252533,1.096823,0.000574,0.000455,0.000119,0,0,0.0,0.0,0,17,10,8,12,6,1,8,0
47439,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932423,1421932423,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,8,8,4,5,4,4,4,1
47439,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260597,1424260597,0.007,0.0,0.0,0.0,0.0,0,2,,, ,24,24,7,8,7,7,25,1
1043,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932418,1421932418,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,14,14,3,3,3,3,3,1
19312,5190,tcp,FIN,0.032146,2048,2410,31,29,6,7,-,488521.125,576868.0625,24,26,255,255,2211231185,66184587,85,93,0,0,178.115585,165.770083,1421936699,1421936699,1.381913,1.25984,0.000777,0.000639,0.000138,0,0,0.0,0.0,0,5,6,2,1,1,1,1,0
47439,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252715,1424252715,0.003,0.0,0.0,0.0,0.0,0,2,,, ,34,34,19,20,18,18,35,1
63344,53,udp,CON,0.001033,146,178,31,29,0,0,dns,565343.6875,689254.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424251876,1424251876,0.008,0.006,0.0,0.0,0.0,0,0,,, ,3,1,2,2,2,1,1,0
1043,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253574,1424253574,0.004,0.0,0.0,0.0,0.0,0,2,,, ,34,34,16,16,16,16,34,1
0,0,etherip,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251635,1424251635,0.003,0.0,0.0,0.0,0.0,0,2,,, ,5,5,3,3,3,3,5,1
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259791,1424259791,0.009,0.0,0.0,0.0,0.0,0,2,,, ,26,26,16,17,16,16,26,1
0,0,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251667,1424251667,0.005,0.0,0.0,0.0,0.0,0,2,,, ,2,2,2,2,2,2,2,1
45462,26869,tcp,FIN,0.003574,320,1862,31,29,1,2,ftp-data,597649.6875,3648573.0,6,8,255,255,795744347,799419804,53,233,0,0,38.727437,0.812014,1424252985,1424252985,0.6526,0.444429,0.000572,0.000458,0.000114,0,0,,, ,3,3,4,4,1,1,4,0
45479,179,tcp,FIN,0.304134,594,268,254,252,2,1,-,14072.74414,5892.139648,10,6,255,255,3263348155,622235735,59,45,0,0,1547.770987,72.730789,1421928716,1421928716,30.525333,50.626398,0.078762,0.050996,0.027766,0,1,0.0,0.0,0,13,7,2,4,2,1,2,1
36055,53,udp,CON,0.000999,146,178,31,29,0,0,dns,584584.5625,712712.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261641,1424261641,0.009,0.001,0.0,0.0,0.0,0,0,,, ,2,4,5,3,2,1,1,0
13418,5190,tcp,FIN,0.004261,1470,1728,31,29,5,4,-,2636001.0,3013377.0,22,14,255,255,3361023912,3361321776,67,123,0,0,12.531802,0.365164,1424261719,1424261719,0.202905,0.276615,0.000645,0.000532,0.000113,0,0,,, ,1,1,3,3,1,1,2,0
47439,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253732,1424253732,0.008,0.0,0.0,0.0,0.0,0,2,,, ,27,27,28,29,27,13,28,1
47439,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424258936,1424258936,0.004,0.0,0.0,0.0,0.0,0,0,,, ,38,38,8,6,6,6,38,0
44753,58781,tcp,FIN,0.934225,424,8824,31,29,1,4,ftp-data,3176.964844,69268.10938,8,12,255,255,4270693807,3522477417,53,735,0,0,9107.482763,7246.066256,1424259461,1424259462,133.416714,84.888361,0.00058,0.000451,0.000129,0,0,,, ,2,3,4,1,1,1,3,0
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255209,1424255209,0.009,0.0,0.0,0.0,0.0,0,2,,, ,34,34,16,16,16,16,34,1
47439,53,udp,INT,1e-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259065,1424259065,0.001,0.0,0.0,0.0,0.0,0,0,,, ,42,42,32,32,32,16,42,0
61090,80,tcp,FIN,0.383193,1430,268,254,252,2,1,http,26868.96875,4676.494629,10,6,255,255,1740826949,1579035168,143,45,1,0,1788.698398,90.917016,1421930530,1421930530,34.101,68.496398,0.093099,0.04071,0.052389,0,1,1.0,0.0,0,2,1,1,1,1,1,1,1
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260672,1424260672,0.009,0.0,0.0,0.0,0.0,0,2,,, ,41,41,33,33,33,17,41,1
25944,36165,tcp,FIN,0.445566,320,1880,31,29,1,2,ftp-data,4793.902832,29535.4668,6,8,255,255,4277428040,147774426,53,235,0,0,6269.719905,154.923531,1421948084,1421948085,88.8302,63.57457,0.000752,0.000541,0.000211,0,0,0.0,0.0,0,5,5,3,8,1,1,3,0
47439,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253683,1424253683,0.002,0.0,0.0,0.0,0.0,0,0,,, ,29,29,18,18,18,18,29,0
25869,53,udp,CON,0.001062,146,178,31,29,0,0,-,549905.8125,670433.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421933812,1421933812,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,11,7,1,5,3,1,1,0
53657,80,tcp,FIN,0.612666,66933,526,254,252,25,1,http,858386.125,6306.861816,56,12,255,255,4219317060,3062709942,1195,44,0,0,1227.295367,47.266941,1421931397,1421931397,11.124764,37.792547,0.222988,0.196944,0.026044,0,1,0.0,0.0,0,1,1,1,1,1,1,1,1
0,0,prm,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930668,1421930668,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,21,16,6,6,6,6,6,1
50394,80,tcp,FIN,0.003846,1038,820,31,29,2,2,http,1890795.625,1535101.375,8,10,255,255,1990062612,1991188223,130,82,1,81,32.056599,0.686942,1424255028,1424255028,0.501714,0.373222,0.000629,0.000482,0.000147,0,0,1.0,, ,2,1,3,11,2,1,2,0
61385,520,udp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424261301,1424261301,0.009,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,1,1,1,1,1
0,0,cphb,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258809,1424258809,0.004,0.0,0.0,0.0,0.0,0,2,,, ,3,3,2,3,2,2,3,1
24929,58811,tcp,FIN,0.056798,4550,72372,31,29,7,33,-,632698.3125,10066270.0,78,80,255,255,4055685976,1913034974,58,905,0,0,49.078335,48.298372,1421955364,1421955364,0.733286,0.721372,0.000663,0.000526,0.000137,0,0,0.0,0.0,0,11,11,4,6,1,1,2,0
47439,53,udp,INT,1.7e-05,114,0,254,0,0,0,dns,26823528.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931554,1421931554,0.017,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,4,4,4,5,4,4,4,1
36380,25,tcp,FIN,0.479073,37242,3276,31,29,18,8,smtp,609944.625,53353.03906,52,40,255,255,1573698511,1574722267,716,82,0,0,876.397459,29.539449,1424257464,1424257465,9.385882,12.270282,0.000655,0.000529,0.000126,0,0,,, ,1,1,3,3,1,1,1,0
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259031,1424259031,0.009,0.0,0.0,0.0,0.0,0,2,,, ,32,32,27,27,27,12,32,1
13964,135,tcp,FIN,0.233836,1612,268,254,252,2,1,-,49641.62891,7663.490723,10,6,255,255,27355588,4254317791,161,45,0,0,1559.757124,79.281945,1421929657,1421929657,25.981778,41.136602,0.028406,0.019634,0.008772,0,1,0.0,0.0,0,3,3,2,2,2,1,2,1
3006,19813,tcp,FIN,0.385376,664,268,254,252,2,1,-,12413.85059,4650.003906,10,6,255,255,2580672419,2886104962,66,45,0,0,2705.398029,134.562984,1421931859,1421931860,42.720667,73.295398,0.048781,0.018897,0.029884,0,1,0.0,0.0,0,5,1,1,2,1,1,1,1
56741,111,udp,INT,4e-06,978,0,254,0,0,0,-,978000000.0,0.0,2,0,0,0,0,0,489,0,0,0,0.0,0.0,1421929708,1421929708,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,1,1,1,1,1,1,1,1
47439,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253633,1424253633,0.008,0.0,0.0,0.0,0.0,0,2,,, ,31,31,15,15,15,15,31,1
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259608,1424259608,0.009,0.0,0.0,0.0,0.0,0,2,,, ,21,21,16,16,16,16,21,1
47439,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932458,1421932458,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,15,15,5,4,4,4,4,1
28100,179,tcp,FIN,0.725118,25194,764,254,252,12,4,-,268701.0938,7833.208008,30,14,255,255,4235437773,2668148826,840,55,0,0,1838.909525,77.417172,1421929847,1421929848,25.004069,49.260922,0.151125,0.052069,0.099056,0,1,0.0,0.0,0,4,4,2,1,1,1,1,1
63090,21,tcp,FIN,3.1427,2934,3742,31,29,11,15,ftp,7326.18457,9349.921875,52,54,255,255,2268939426,2289122857,56,69,0,0,4113.359265,122.647984,1421931996,1421931999,61.615198,59.285812,0.000709,0.000548,0.000161,0,0,0.0,1.0,1,1,1,3,5,1,1,2,0
1043,53,udp,INT,6e-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259560,1424259560,0.006,0.0,0.0,0.0,0.0,0,2,,, ,31,31,15,15,15,15,31,1
3464,31673,tcp,FIN,0.013069,2230,15228,31,29,7,11,-,1325273.5,9062667.0,34,36,255,255,1719632102,3869535578,66,423,0,0,24.021082,21.134585,1421936437,1421936437,0.385182,0.355943,0.000735,0.0006,0.000135,0,0,0.0,0.0,0,11,4,3,2,1,1,1,0
35190,80,tcp,FIN,1.31443,1684,10168,31,29,3,5,http,9518.955078,58452.71484,14,18,255,255,851488493,924970405,120,565,1,3924,9544.765247,8357.751708,1421952710,1421952711,101.081541,77.287118,0.000693,0.000547,0.000146,0,0,1.0,0.0,0,2,2,1,3,1,1,1,0
1043,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260598,1424260598,0.01,0.0,0.0,0.0,0.0,0,2,,, ,30,30,17,17,17,17,30,1
6308,111,udp,CON,0.058437,568,320,31,29,0,0,-,58319.21484,32855.89453,4,4,0,0,0,0,142,80,0,0,20.285008,26.786619,1421932502,1421932502,14.353667,18.951,0.0,0.0,0.0,0,0,0.0,0.0,0,10,6,3,8,1,1,3,0
1043,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253001,1424253001,0.008,0.0,0.0,0.0,0.0,0,2,,, ,20,20,15,14,14,14,20,1
46027,42551,tcp,FIN,0.004834,4400,2456,31,29,7,7,-,6877948.0,3839470.5,18,18,255,255,3347126834,3355037040,244,136,0,0,12.971141,0.332311,1421949482,1421949482,0.265412,0.255824,0.000616,0.000481,0.000135,0,0,0.0,0.0,0,7,10,4,3,1,1,3,0
35720,53,udp,CON,0.001084,146,178,31,29,0,0,dns,538745.375,656826.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421931522,1421931522,0.01,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,7,3,2,2,1,1,1,0
63588,5190,tcp,FIN,0.00401,1036,2262,31,29,4,4,-,1895262.0,4137656.0,12,12,255,255,526039010,2675927171,86,189,0,0,16.778554,0.380621,1424254692,1424254692,0.333364,0.311727,0.000699,0.000572,0.000127,0,0,,, ,8,3,2,1,1,1,2,0
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261210,1424261210,0.009,0.0,0.0,0.0,0.0,0,2,,, ,21,21,16,16,16,16,21,1
47439,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252689,1424252689,0.003,0.0,0.0,0.0,0.0,0,2,,, ,18,18,18,19,18,18,18,1
52833,53,udp,CON,0.001128,146,178,31,29,0,0,dns,517730.5,631205.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424259958,1424259958,0.009,0.001,0.0,0.0,0.0,0,0,,, ,3,2,1,2,2,1,1,0
0,0,pvp,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251624,1424251624,0.009,0.0,0.0,0.0,0.0,0,2,,, ,4,4,1,1,1,1,4,1
1043,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251816,1424251816,0.004,0.0,0.0,0.0,0.0,0,2,,, ,14,14,14,15,14,14,14,1
48222,143,tcp,FIN,0.665027,18696,582,254,252,8,3,-,214692.0313,6303.503418,22,10,255,255,4018806452,4058235844,850,58,0,0,2102.416992,81.1635,1424261786,1424261786,29.66181,68.981891,0.106003,0.04418,0.061823,0,1,,, ,1,1,1,2,1,1,1,1
47439,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253893,1424253893,0.007,0.0,0.0,0.0,0.0,0,0,,, ,19,19,19,19,19,19,19,0
47439,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254863,1424254863,0.005,0.0,0.0,0.0,0.0,0,2,,, ,20,20,18,18,18,18,20,1
